"","Nome","X","X.1","RT","Squadra.x","Kap.","X350K..8.","X350K..10.","X500K..8.","X500K..10.","M.V.","Pres.","Id","R","Squadra.y","Pg","Mv","Mf","Gf","Gs","Rp","Rc","R+","R-","Ass","Asf","Amm","Esp","Au"
"748","RICCI",203,NA,"
                        
                                                  A
                        

                        ","Serie Minori",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","RIGONI E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2868","A","Sampdoria","8","5.64","5.64","0","0","0","0","0","0","0","1","2","0","0"
"750","RIGONI L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"438","C","Parma","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"751","RINCON",432,NA,"
                        
                                                  C
                        

                        ","Torino",13,13.61,14.67,13.99,16.51,NA,NA,"238","C","Torino","32","5.87","5.85","1","0","0","0","0","0","2","0","11","0","0"
"752","RISPOLI",233,NA,"
                        
                                                  C
                        

                        ","Crotone",8,NA,6.65,NA,2.07,NA,NA,"423","D","Lecce","28","5.66","5.54","0","0","0","0","0","0","0","0","6","0","0"
"753","RIVIERE",416,NA,"
                        
                                                  A
                        

                        ","Crotone",13,14.47,14.9,14.84,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","RIZZO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","C","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"755","RIZZO N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4392","D","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"756","RODRIGO BECAO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4412","D","Udinese","29","5.88","5.84","1","0","0","0","0","0","0","0","8","0","0"
"757","RODRIGUEZ R.",335,NA,"
                        
                                                  D
                        

                        ","Torino",10,11.43,12.76,10.82,13.35,NA,NA,"2169","D","Milan","5","5.8","5.8","0","0","0","0","0","0","0","0","0","0","0"
"758","RODRIGUEZ T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2291","C","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"759","ROG",428,NA,"
                        
                                                  C
                        

                        ","Cagliari",13,14.14,14.17,14.04,14.94,NA,NA,"2076","C","Cagliari","30","6.1","6.07","1","0","0","0","0","0","1","0","10","0","0"
"760","ROGERIO",354,NA,"
                        
                                                  D
                        

                        ","Sassuolo",11,11.7,13.17,10.88,13.23,NA,NA,"2318","D","Sassuolo","15","6","6.07","1","0","0","0","0","0","1","0","6","0","0"
"761","ROMAGNA",167,NA,"
                        
                                                  D
                        

                        ","Sassuolo",6,NA,NA,NA,NA,NA,NA,"2279","D","Sassuolo","18","5.92","5.83","0","0","0","0","0","0","0","0","3","0","0"
"762","ROMAGNOLI",494,NA,"
                        
                                                  D
                        

                        ","Milan",16,17.73,22.12,18,23.12,NA,NA,"460","D","Milan","35","6.11","6.14","1","0","0","0","0","0","0","0","4","0","0"
"763","ROMERO",548,NA,"
                        
                                                  D
                        

                        ","Atalanta",18,19.49,23.74,15.61,18.9,NA,NA,"4307","D","Genoa","30","5.87","5.75","1","0","0","0","0","0","1","0","13","1","0"
"764","ROMULO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"621","C","Brescia","23","5.8","6","1","0","0","0","0","0","3","0","3","0","0"
"765","RONALDO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2610","A","Juventus","33","6.56","9.33","19","0","0","13","12","1","3","0","3","0","0"
"766","ROSATI",56,NA,"
                        
                                                  P
                        

                        ","Fiorentina",1,NA,1.18,NA,0.49,NA,NA,"2790","P","Torino","1","5.5","4.5","0","1","0","0","0","0","0","0","0","0","0"
"767","ROSSETTINI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","D","Lecce","26","5.67","5.62","0","0","0","0","0","0","1","0","5","0","0"
"768","ROSSI",24,NA,"
                        
                                                  P
                        

                        ","Atalanta",1,0.93,1.1,1.02,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","ROSSI F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2297","P","Atalanta","1","6","5","0","1","0","0","0","0","0","0","0","0","0"
"770","ROVELLA",109,NA,"
                        
                                                  C
                        

                        ","Genoa",4,NA,3.25,2.49,2.81,NA,NA,"4459","C","Genoa","2","6","6","0","0","0","0","0","0","0","0","0","0","0"
"771","RRAHMANI",330,NA,"
                        
                                                  D
                        

                        ","Napoli",10,10.94,11.41,NA,5.43,NA,NA,"4409","D","Verona","36","5.94","5.9","0","0","0","0","0","0","1","0","5","0","0"
"772","RUEGG",274,NA,"
                        
                                                  C
                        

                        ","Verona",9,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","RUFFO LUCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4933","C","Bologna","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"774","RUGANI",303,NA,"
                        
                                                  D
                        

                        ","Cagliari",10,11.37,12.01,10.01,12.85,NA,NA,"294","D","Juventus","10","5.31","5.19","0","0","0","0","0","0","0","0","2","0","0"
"775","RUGGERI",77,NA,"
                        
                                                  C
                        

                        ","Atalanta",2,NA,1.9,2,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","RUIZ",509,NA,"
                        
                                                  C
                        

                        ","Napoli",16,20.29,25.26,22.6,27.62,NA,NA,"2775","C","Napoli","33","5.97","6.39","3","0","0","0","0","0","6","0","2","0","0"
"777","RUSSO A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4518","P","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"778","SABELLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"791","D","Brescia","36","5.89","5.85","0","0","0","0","0","0","3","0","5","0","1"
"779","SAELEMAEKERS",390,NA,"
                        
                                                  C
                        

                        ","Milan",12,13.87,13.87,14.01,16.5,NA,NA,"4892","C","Milan","13","6","6.08","1","0","0","0","0","0","0","0","2","1","0"
"780","SALA",141,NA,"
                        
                                                  D
                        

                        ","Spezia",5,2.54,NA,NA,3.18,NA,NA,"630","D","SPAL","16","5.57","5.54","0","0","0","0","0","0","0","0","1","0","0"
"781","SALA M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4386","D","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"782","SALAMON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"491","D","SPAL","7","5.6","5.5","0","0","0","0","0","0","0","0","1","0","0"
"783","SALCEDO",395,NA,"
                        
                                                  A
                        

                        ","Verona",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","SALCEDO E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2304","A","Verona","17","6.03","6.23","1","0","0","0","0","0","0","0","0","0","0"
"785","SAMIR",427,NA,"
                        
                                                  D
                        

                        ","Udinese",13,14.27,14.31,12.77,15.81,NA,NA,"790","D","Udinese","21","5.68","5.76","1","0","0","0","0","0","0","0","3","0","0"
"786","SANABRIA",467,NA,"
                        
                                                  A
                        

                        ","Torino",15,17.39,17.56,16.5,22.02,NA,NA,"479","A","Genoa","24","6","6.8","6","0","0","0","0","0","2","0","3","0","0"
"787","SANCHEZ",593,NA,"
                        
                                                  A
                        

                        ","Inter",25,28.24,34.03,24.07,32.85,NA,NA,"2475","A","Inter","22","6.44","7.5","3","0","0","1","1","0","6","2","2","1","0"
"788","SANDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2646","C","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"789","SANSONE",431,NA,"
                        
                                                  A
                        

                        ","Bologna",13,14.73,17.58,NA,7.71,NA,NA,"537","A","Bologna","33","5.75","6.02","1","0","0","4","3","1","1","1","5","0","0"
"790","SANTANDER",336,NA,"
                        
                                                  A
                        

                        ","Bologna",10,NA,11.46,NA,5.3,NA,NA,"2743","A","Bologna","24","5.61","5.61","0","0","0","1","1","0","0","0","6","0","0"
"791","SANTON",150,NA,"
                        
                                                  D
                        

                        ","Roma",6,2.34,5.06,3.28,4.14,NA,NA,"262","D","Roma","15","5.73","5.59","0","0","0","0","0","0","0","0","4","0","0"
"792","SAPONARA",434,NA,"
                        
                                                  C
                        

                        ","Spezia",13,14.63,15.82,13.61,16.81,NA,NA,"150","C","Lecce","17","6","6.47","2","0","0","0","0","0","3","0","3","0","0"
"793","SARR",63,NA,"
                        
                                                  P
                        

                        ","Serie Minori",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","SARR M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","P","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"795","SATALINO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2127","P","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"796","SAU",474,NA,"
                        
                                                  A
                        

                        ","Benevento",15,14.5,18.09,NA,7.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","SCAMACCA",403,NA,"
                        
                                                  A
                        

                        ","Genoa",12,16.12,19.05,12.09,17.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","SCHAFER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4460","C","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"799","SCHIAPPACASSE",121,NA,"
                        
                                                  A
                        

                        ","Sassuolo",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","SCHIATTARELLA",353,NA,"
                        
                                                  C
                        

                        ","Benevento",11,11.55,12.12,11.31,13.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","SCHICK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974","A","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"802","SCHONE",355,NA,"
                        
                                                  C
                        

                        ","Genoa",11,NA,NA,NA,24.38,NA,NA,"4512","C","Genoa","32","5.95","6.03","2","0","0","1","0","1","1","1","5","0","0"
"803","SCHOUTEN",397,NA,"
                        
                                                  C
                        

                        ","Bologna",12,12.98,13.52,11.53,14.49,NA,NA,"4393","C","Bologna","19","5.78","5.56","0","0","0","0","0","0","0","0","6","1","0"
"804","SCOZZARELLA",191,NA,"
                        
                                                  C
                        

                        ","Serie Minori",7,NA,NA,NA,NA,NA,NA,"2804","C","Parma","16","6.17","6.3","0","0","0","0","0","0","1","2","2","0","0"
"805","SCUFFET",108,NA,"
                        
                                                  P
                        

                        ","Udinese",4,1.17,2.12,4.87,6.08,NA,NA,"574","P","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"806","SECULIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","P","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"807","SEGRE",126,NA,"
                        
                                                  C
                        

                        ","Serie Minori",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","SEMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4524","C","Udinese","32","5.95","6.08","2","0","0","0","0","0","1","0","6","0","0"
"809","SEMPRINI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4444","D","Brescia","12","5.7","5.9","1","0","0","0","0","0","0","0","2","0","0"
"810","SENA",153,NA,"
                        
                                                  C
                        

                        ","Spezia",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","SENSI",498,NA,"
                        
                                                  C
                        

                        ","Inter",16,21.8,24.81,16.89,21.85,NA,NA,"1978","C","Inter","12","6.29","7.04","3","0","0","0","0","0","0","1","2","0","0"
"812","SEPE",364,NA,"
                        
                                                  P
                        

                        ","Parma",11,12.75,15.6,13.67,16.52,NA,NA,"159","P","Parma","34","6.26","4.96","0","53","3","0","0","0","0","0","1","0","0"
"813","SHAKHOV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4400","C","Lecce","24","5.74","5.9","1","0","0","0","0","0","2","0","3","0","0"
"814","SHOMURODOV",547,NA,"
                        
                                                  A
                        

                        ","Genoa",18,21.93,27.29,21.87,25.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","SIERRALTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4302","D","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"816","SILIGARDI",140,NA,"
                        
                                                  A
                        

                        ","Serie Minori",5,NA,6.33,NA,2.1,NA,NA,"637","A","Parma","12","6.08","6.25","0","0","0","0","0","0","1","0","0","0","0"
"817","SILVA",443,NA,"
                        
                                                  C
                        

                        ","Sampdoria",14,16.94,20.29,15.19,17.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","SILVESTRI",421,NA,"
                        
                                                  P
                        

                        ","Verona",13,15.96,19.52,15.09,19.04,NA,NA,"2211","P","Verona","35","6.2","4.94","0","43","0","0","0","0","0","0","2","0","0"
"819","SIMEONE",580,NA,"
                        
                                                  A
                        

                        ","Cagliari",22,24.58,29.32,26.93,33.06,NA,NA,"2061","A","Cagliari","37","6.01","7.01","12","0","0","0","0","0","3","0","4","0","0"
"820","SIMIC L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2129","D","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"821","SIMY",568,NA,"
                        
                                                  A
                        

                        ","Crotone",21,21.82,23.25,23.76,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","SINGO",356,NA,"
                        
                                                  D
                        

                        ","Torino",11,13.6,15.58,12.68,16.3,NA,NA,"4899","D","Torino","4","6.33","7.33","1","0","0","0","0","0","0","0","0","0","0"
"823","SIRIGU",361,NA,"
                        
                                                  P
                        

                        ","Torino",11,13.96,14.91,13.91,15.63,NA,NA,"2179","P","Torino","36","6.43","4.68","0","64","1","0","0","0","0","0","4","0","0"
"824","SKORUPSKI",491,NA,"
                        
                                                  P
                        

                        ","Bologna",16,17.38,21.5,14.22,17.37,NA,NA,"133","P","Bologna","37","5.99","4.31","0","64","1","0","0","0","0","0","2","0","0"
"825","SKOV OLSEN",391,NA,"
                        
                                                  A
                        

                        ","Bologna",12,NA,13.8,12.22,14.94,NA,NA,"4415","A","Bologna","26","5.62","5.76","1","0","0","0","0","0","0","0","2","0","0"
"826","SKRABB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4879","A","Brescia","10","5.69","5.69","0","0","0","0","0","0","0","0","1","0","0"
"827","SKRINIAR",571,NA,"
                        
                                                  D
                        

                        ","Inter",21,22.5,27.57,18.46,22.18,NA,NA,"798","D","Inter","32","6.14","5.94","0","0","0","0","0","0","0","0","7","1","1"
"828","SKRTEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4516","D","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"829","SMALLING",538,NA,"
                        
                                                  D
                        

                        ","Roma",18,22.48,23.88,23.33,26.37,NA,NA,"4245","D","Roma","30","6.05","6.35","3","0","0","0","0","0","1","0","2","0","0"
"830","SOHM",156,NA,"
                        
                                                  C
                        

                        ","Parma",6,NA,NA,NA,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","SORIANO",606,NA,"
                        
                                                  C
                        

                        ","Bologna",26,25.49,25.72,24.63,29.36,NA,NA,"2625","C","Bologna","29","6.09","6.62","5","0","0","0","0","0","4","0","3","2","0"
"832","SOTTIL",448,NA,"
                        
                                                  A
                        

                        ","Cagliari",14,16.27,19.67,13.35,17.4,NA,NA,"2839","A","Fiorentina","18","5.83","5.75","0","0","0","0","0","0","0","0","3","0","0"
"833","SOUMAORO",257,NA,"
                        
                                                  D
                        

                        ","Bologna",8,NA,6.11,NA,1.94,NA,NA,"4891","D","Genoa","8","5.88","6.12","1","0","0","0","0","0","0","0","2","0","0"
"834","SPALEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4448","C","Brescia","25","5.52","5.71","2","0","0","0","0","0","1","0","5","0","0"
"835","SPINAZZOLA",586,NA,"
                        
                                                  D
                        

                        ","Roma",23,22.35,27.21,20.24,25.43,NA,NA,"1852","D","Roma","24","6.25","6.43","1","0","0","0","0","0","2","0","2","0","0"
"836","SPOLLI",65,NA,"
                        
                                                  D
                        

                        ","Estero",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","SPORTIELLO",146,NA,"
                        
                                                  P
                        

                        ","Atalanta",6,2.49,2.51,2.57,4.42,NA,NA,"4","P","Atalanta","6","6.17","5.33","0","5","0","0","0","0","0","0","0","0","0"
"838","SPROCATI",251,NA,"
                        
                                                  A
                        

                        ","Parma",8,NA,NA,NA,NA,NA,NA,"2773","A","Parma","20","5.77","6","1","0","0","0","0","0","0","0","0","0","0"
"839","STEPINSKI",362,NA,"
                        
                                                  A
                        

                        ","Serie Minori",11,NA,NA,NA,NA,NA,NA,"2327","A","Verona","21","5.88","6.46","3","0","0","0","0","0","1","0","3","1","0"
"840","STIJEPOVIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2732","A","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"841","STRAKOSHA",446,NA,"
                        
                                                  P
                        

                        ","Lazio",14,19.47,21.84,23.25,26.88,NA,NA,"1934","P","Lazio","38","6.21","5.16","0","42","1","0","0","0","0","0","2","0","0"
"842","STREFEZZA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4486","C","SPAL","32","5.91","5.92","1","0","0","0","0","0","2","0","7","1","0"
"843","STRINIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"395","D","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"844","STROOTMAN",479,NA,"
                        
                                                  C
                        

                        ","Genoa",15,20.97,24.8,24.73,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","STRYGER LARSEN",394,NA,"
                        
                                                  C
                        

                        ","Udinese",12,13.63,16.94,12.35,15.07,NA,NA,"2315","D","Udinese","33","6.06","6.17","1","0","0","0","0","0","3","0","5","0","0"
"846","STURARO",304,NA,"
                        
                                                  C
                        

                        ","Verona",10,NA,10.7,NA,4.41,NA,NA,"305","C","Genoa","16","5.78","5.81","1","0","0","0","0","0","1","0","7","0","0"
"847","SUSO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"375","C","Milan","16","5.72","5.97","1","0","0","0","0","0","2","0","2","0","0"
"848","SUTALO",188,NA,"
                        
                                                  D
                        

                        ","Atalanta",7,NA,NA,NA,0.97,NA,NA,"4888","D","Atalanta","7","5.88","5.75","0","0","0","0","0","0","0","0","1","0","0"
"849","SVANBERG",285,NA,"
                        
                                                  C
                        

                        ","Bologna",9,6.28,7.67,7.71,8.37,NA,NA,"2744","C","Bologna","25","5.94","6.11","1","0","0","0","0","0","1","0","2","0","0"
"850","SZCZESNY",573,NA,"
                        
                                                  P
                        

                        ","Juventus",21,32.56,40.64,33.1,44.03,NA,NA,"453","P","Juventus","29","6.19","5.14","0","33","1","0","0","0","0","0","1","0","0"
"851","TABANELLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4476","C","Lecce","13","5.81","5.88","1","0","0","0","0","0","0","0","4","0","0"
"852","TACHTSIDIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"241","C","Lecce","28","5.54","5.48","0","0","0","0","0","0","2","0","5","1","0"
"853","TAMEZE",451,NA,"
                        
                                                  C
                        

                        ","Verona",14,15,15.28,14.19,17.1,NA,NA,"4890","C","Atalanta","7","6.17","6.17","0","0","0","0","0","0","0","0","0","0","0"
"854","TATARUSANU",59,NA,"
                        
                                                  P
                        

                        ","Milan",1,1.62,1.78,1.2,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","TELLO",163,NA,"
                        
                                                  C
                        

                        ","Benevento",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","TEODORCZYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2873","A","Udinese","14","5.7","5.6","0","0","0","0","0","0","0","0","1","0","0"
"857","TER AVEST",170,NA,"
                        
                                                  C
                        

                        ","Estero",6,NA,NA,NA,NA,NA,NA,"2795","D","Udinese","20","5.71","5.68","0","0","0","0","0","0","0","0","1","0","0"
"858","TERRACCIANO",80,NA,"
                        
                                                  P
                        

                        ","Fiorentina",2,1.13,1.54,1.63,1.87,NA,NA,"2815","P","Fiorentina","7","6.36","5.64","0","5","0","0","0","0","0","0","0","0","0"
"859","TERZI",243,NA,"
                        
                                                  D
                        

                        ","Spezia",8,2.8,7.06,5.83,6.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","TERZIC",72,NA,"
                        
                                                  C
                        

                        ","Serie Minori",2,NA,NA,NA,NA,NA,NA,"4375","D","Fiorentina","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"861","THEREAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"606","A","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"862","THIAM D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4485","P","SPAL","2","6","4","0","4","0","0","0","0","0","0","0","0","0"
"863","THORSBY",346,NA,"
                        
                                                  C
                        

                        ","Sampdoria",11,12.25,13.22,10.71,13.88,NA,NA,"4404","C","Sampdoria","24","5.74","5.63","1","0","0","0","0","0","1","0","7","1","1"
"864","TOLJAN",268,NA,"
                        
                                                  D
                        

                        ","Sassuolo",9,1.86,2.89,5.07,6.02,NA,NA,"4426","D","Sassuolo","29","5.91","5.95","1","0","0","0","0","0","2","0","8","0","0"
"865","TOLOI",480,NA,"
                        
                                                  D
                        

                        ","Atalanta",15,16.63,20.62,17.46,21.33,NA,NA,"695","D","Atalanta","33","6.18","6.35","2","0","0","0","0","0","4","0","11","0","0"
"866","TOMIYASU",507,NA,"
                        
                                                  D
                        

                        ","Bologna",16,17.67,21.66,14.88,17.45,NA,NA,"4422","D","Bologna","29","5.83","5.9","1","0","0","0","0","0","3","0","8","0","0"
"867","TOMORI",319,NA,"
                        
                                                  D
                        

                        ","Milan",10,14.36,17.33,12.09,16.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","TOMOVIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"169","D","SPAL","23","5.52","5.31","0","0","0","0","0","0","1","0","5","1","1"
"869","TONALI",452,NA,"
                        
                                                  C
                        

                        ","Milan",14,16,16.1,16.27,20.26,NA,NA,"4449","C","Brescia","35","6.04","6.2","1","0","0","0","0","0","2","5","9","0","0"
"870","TONELLI",239,NA,"
                        
                                                  D
                        

                        ","Sampdoria",8,2.05,2.63,4.81,3.63,NA,NA,"144","D","Sampdoria","9","5.83","5.61","0","0","0","0","0","0","0","0","4","0","0"
"871","TORREGROSSA",499,NA,"
                        
                                                  A
                        

                        ","Sampdoria",16,19.76,22.92,15.28,19.68,NA,NA,"4453","A","Brescia","25","6.28","7.04","5","0","0","2","2","0","2","0","8","0","0"
"872","TRAMONI",89,NA,"
                        
                                                  C
                        

                        ","Cagliari",3,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","TRAORE",130,NA,"
                        
                                                  A
                        

                        ","Atalanta",5,NA,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","TRAORE",515,NA,"
                        
                                                  C
                        

                        ","Sassuolo",17,20.03,24.5,19.83,22.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","TRAORE' HJ.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2857","C","Sassuolo","31","6.07","6.48","4","0","0","0","0","0","1","0","3","0","0"
"876","TREMOLADA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4450","C","Brescia","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0","0"
"877","TRIPALDELLI",69,NA,"
                        
                                                  D
                        

                        ","Cagliari",2,1.94,2.06,2.06,2.38,NA,NA,"4406","D","Sassuolo","2","5.5","5.5","0","0","0","0","0","0","0","0","0","0","0"
"878","TROOST-EKONG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2870","D","Udinese","30","5.78","5.69","0","0","0","0","0","0","0","0","5","0","0"
"879","TROOST EKONG",280,NA,"
                        
                                                  D
                        

                        ","Estero",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","TUIA",199,NA,"
                        
                                                  D
                        

                        ","Benevento",7,NA,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","TUNJOV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4868","C","SPAL","10","5.6","5.6","0","0","0","0","0","0","0","0","0","0","0"
"882","TUPTA",84,NA,"
                        
                                                  A
                        

                        ","Serie Minori",3,NA,NA,NA,NA,NA,NA,"767","A","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"883","TURATI",2,NA,"
                        
                                                  P
                        

                        ","Sassuolo",1,1.11,1.17,0.97,1.18,NA,NA,"4867","P","Sassuolo","2","6.25","4.25","0","4","0","0","0","0","0","0","0","0","0"
"884","TUTINO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4507","A","Verona","6","5.5","5.5","0","0","0","0","0","0","0","0","0","0","0"
"885","UDOGIE",29,NA,"
                        
                                                  C
                        

                        ","Verona",1,NA,1.08,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
